barcode,title,author,category,callNumber
BHI00853,지각대장 존,"존 버닝햄 글·그림,박상희 옮김.",아 동,808.9
BHI00854,오늘도 너를 사랑해 그림책,"이누이 사에코 글·그림,고향옥 옮김",아 동,833.8
BHI00855,산타 할아버지,"레이먼드 브릭스 글·그림,박상희 옮김",아 동,808.9
BHI00856,다니엘의 멋진 날,"미카 아처 글·그림,이상희 옮김",아 동,808.9
BHI00857,"(그림으로 보는) 한국사,1,선사 시대부터 백제까지,최종순 글,이경석 그림",최종순,아 동,911
BHI00858,"(그림으로 보는) 한국사,2,신라부터 발해까지,황은희 글,이명애 그림",황은희,아 동,911
BHI00859,(교과서 속 역사 이야기)그림으로 보는 한국사,"유재광 글,유설화 그림",아 동,911
BHI00860,(교과서 속 역사 이야기)그림으로 보는 한국사,"황은희 글,이동철 그림",아 동,911
BHI00861,(교과서 속 역사 이야기)그림으로 보는 한국사,"황은희 글,송진욱 그림",아 동,911
BHI00862,오늘도 바쁜 완두콩 할머니와 누에콩 할아버지,"원작· 마쓰오카 교코,글· 후리야 나나, 고향옥",아 동,833.6
BHI00863,(그림으로 보는)세계사,"김현숙 글,원혜진 그림",아 동,909
BHI00864,(그림으로 보는)세계사,"김민우 글,이창우 그림",아 동,909
BHI00865,(그림으로 보는)세계사,"김현숙 글,우지현 그림",아 동,909
BHI00866,(그림으로 보는)세계사 : 교과서 속 역사 이야기,"김애숙 글,송진욱 그림",아 동,909
BHI00867,"(그림으로 보는) 세계사,5,현대 이야기,교과서 속 역사 이야기,최경란 글,윤유리 그림",최경란,아 동,909
BHI00868,열다섯에 곰이라니  : 추정경 장편소설,추정경 지음,일 반,813.7
BHI00869,남극의 아이 13호,"알바로 야리투 지음,김정하 옮김",일 반,808
BHI00870,가짜 진짜 목격담,김혜진,일 반,810.8
BHI00871,꼴찌들이 떴다! : 양호문 장편소설,양호문 지음,일 반,813.7
BHI00872,수를 놓는 소년  : 박세영 장편 소설,글쓴이: 박세영,일 반,813.7
BHI00873,까칠한 재석이가 폭발했다,고정욱 지음,일 반,813.7
BHI00874,까칠한 재석이가 열받았다,고정욱 지음,일 반,813.7
BHI00875,함메르페스트로 가는 길,"마르야레나 렘브케 지음,김영진 옮김",일 반,808.3
BHI00876,푸른 눈의 보단  : 박영주 장편소설,박영주,일 반,813.7
BHI00877,광화문 삼인방  : 지키지 못한 약속,정명섭 지음,일 반,813.7
BHI00878,(설민석의)한국사 대모험,"설민석,스토리박스 글,정현희 그림",아 동,911
BHI00879,(설민석의) 한국사 대모험,"설민석,스토리박스 글,정현희 그림.,2,사건 편 - 설쌤의 라이벌,  황 박사의 등장!.",아 동,911
BHI00880,설민석의 한국사 대모험,"설민석,스토리박스,하인수,이봉기, 정현희",아 동,911
BHI00881,(설민석의) 한국사 대모험,"설민석,스토리박스 공글,정현희 그림",아 동,911
BHI00882,(설민석의) 한국사 대모험,"설민석,스토리박스 공글,정현희 그림",아 동,911
BHI00883,(설민석의) 한국사 대모험,"설민석,스토리박스 글,정현희 그림",아 동,911
BHI00884,설민석의 한국사 대모험,"설민석,스토리박스,하인수,이봉기, 정현희",아 동,911
BHI00885,(설민석의) 한국사 대모험,"설민석,스토리박스 글,정현희 그림",아 동,911
BHI00886,설민석의 한국사 대모험,"설민석,스토리박스,하인수,이봉기, 정현희",아 동,911
BHI00887,(설민석의) 한국사 대모험,"설민석,스토리박스 글,정현희 그림",아 동,911
BHI00888,(설민석의) 한국사 대모험,"설민석,스토리박스 글,정현희 그림.,11,고구려 편 - 부마 온달,  태학에 들어가다!.",아 동,911
BHI00889,"(설민석의) 한국사 대모험.12, ,조선의 발명품 편","설민석,스토리박스 글,정현희 그림",아 동,911
BHI00890,(설민석의)한국사 대모험,"설민석,스토리박스 글,정현희 그림",아 동,911
BHI00891,(설민석의)한국사 대모험,"설민석,스토리박스, 정현희",아 동,911
BHI00892,(설민석의) 한국사 대모험,"설민석,스토리박스, 정현희",아 동,911
BHI00893,설민석의 한국사 대모험,"설민석,스토리박스,하인수,이봉기, 정현희",아 동,911
BHI00894,설민석의 한국사 대모험,"설민석,스토리박스 글,정현희 그림",아 동,911
BHI00895,(설민석의) 한국사 대모험,"설민석,스토리박스 글,정현희 그림",아 동,911
BHI00896,설민석의 한국사 대모험,"설민석,스토리박스,하인수,이봉기, 정현희",아 동,911
BHI00897,설민석의 한국사 대모험,"설민석,스토리박스 글,정현희 그림",아 동,911
BHI00898,(설민석의) 한국사 대모험,"설민석,스토리박스 글,정현희 그림",아 동,911
BHI00899,설민석의 한국사 대모험,"설민석,스토리박스 공글,정현희 그림",아 동,911
BHI00900,"(설민석의) 한국사 대모험,남한산성의 겨울","설민석,스토리박스 공 글,정현희 그림",아 동,911
BHI00901,설민석의 한국사 대모험,"설민석,스토리박스 공 글,정현희 그림",아 동,911
BHI00902,설민석의 한국사 대모험,"설민석,스토리박스 공글,정현희 그림",아 동,911
BHI00903,(설민석의) 한국사 대모험,"설민석,스토리박스 공 글,정현희 그림",아 동,911
BHI00904,설민석의 한국사 대모험,"설민석,스토리박스 공글,정현희 그림",아 동,911
BHI00905,(설민석의)한국사 대모험,"설민석,스토리박스 공글,정현희 그림",아 동,911
BHI00906,(설민석의) 한국사 대모험,"설민석,스토리박스 글,정현희 그림",아 동,911
BHI00907,(설민석의) 한국사 대모험,"설민석,스토리박스 글,정현희 그림",아 동,911
BHI00908,몬스터 콜스,"패트릭 네스 글,시본 도우드 구상,짐 케이 그림,홍한별 옮김",일 반,843.6
BHI00909,앤디 워홀 이야기 : 예술과 비즈니스의 경계를 허문 창조적 인재의 롤모델,"이서 단토 지음,박선령 옮김,이혜경 엮음",일 반,650.99
BHI00910,죽이고 싶은 아이  : 이꽃님 장편소설,이꽃님,일 반,813.7
BHI00911,열다섯은 안녕한가요 : 여전히 서툰 어른이 친애하는 사춘기에게'u2026,정혜덕 지음,아 동,818
BHI00912,당연하게도 나는 너를,이꽃님 지음,일 반,813.7
BHI00913,"그대들,  어떻게 살 것인가","요시노 겐자부로 지음,김욱 옮김",일 반,199.5
BHI00914,"하이킹 걸즈 = ,Hiking girls : 김혜정 장편소설",김혜정 지음,일 반,813.7
BHI00915,파랑 치타가 달려간다,박선희 지음,일 반,813.7
BHI00916,지구 아이 : 최현주 소설집,최현주 지음,일 반,813.7
BHI00917,세계명작 속에 숨어 있는 과학,"최원석 글,권기수 그림",아 동,404
BHI00918,원더랜드 대모험  : 이진 장편소설,이진 지음,일 반,813.7
BHI00919,갈매기에게 나는 법을 가르쳐준 고양이,"루이스 세뿔베다 지음,유왕무 옮김,이억배 그림",일 반,873
BHI00920,박쥐의 중력거부 제1강,"박은비,  박현주 외",일 반,810.8
BHI00921,하늘에서 돈이 내린다면,"프랭크 코트렐 보이스 지음,이재경 옮김",일 반,843
BHI00922,방관자 : 방관자인가? 다음 희생양인가?,"제임스 프렐러 지음,김상우 옮김",일 반,843
BHI00923,미래의 법률가에게,"앨런 더쇼비츠 지음,심현근 옮김",일 반,360.004
BHI00924,신라 경찰의 딸 설윤,배미주 지음,일 반,813.7
BHI00925,일만 번의 다이빙 : 이송현 장편소설,이송현 지음,일 반,813.7
BHI00926,천 원으로 시작하는 10대들의 경제학,김영옥 지음,아 동,320
BHI00927,나를 초월한 기분,"최상희,연여름,문이소,이필원,하유지",일 반,813.7
BHI00928,미리 보는 중학 국어 교과서 : 수필,김종섭 외 엮음,아 동,376.5481
BHI00929,나는 따로 할 거야,"유은실,그린이: 김유대",아 동,813.808
BHI00930,(올리버의 어마어마하게)큰 우주 이야기,"호르헤 챔 글·그림,장이린 옮김",아 동,450
BHI00931,"사평역 ;,눈이 오면 ;,붉은 방","임철우 지음,권일경 엮음",일 반,813.6082
BHI00932,어쨌거나 스무 살은 되고 싶지 않아 : 조우리 연작소설,조우리 지음,일 반,813.7
BHI00933,스켈리그,"데이비드 알몬드 지음,김연수 옮김",일 반,813.7
BHI00934,번데기 프로젝트  : 이제미 장편소설,이제미 지음,일 반,813.7
BHI00935,반드시 다시 돌아온다 : 박하령 장편소설,박하령 지음,일 반,813.7
BHI00936,밀레니얼 칠드런,장은선 지음,일 반,813.7
BHI00937,율의 시선  : 김민서 장편소설,김민서,일 반,813.7
BHI00938,"토끼전,  꾀주머니 배 속에 차고 계수나무에 간 달아 놓고","장재화 글,윤예지 그림",아 동,813.5
BHI00939,아홉살 인생 : 위기철 소설,위기철 지음,일 반,813.7
BHI00940,나는 밥 먹으러 학교에 간다,박기복 지음,일 반,813.7
BHI00941,"녹음자료 ;,페인트  : 이희영 장편소설","이희영 지음,해밀도서관 제작",일 반,813.7
BHI00942,채널명은 비밀입니다  : 전수경 장편소설,전수경,일 반,813.7
BHI00943,"언젠가 우리가 같은 별을 바라본다면,전자자료  : 차인표 장편소설",차인표 글,일 반,813.6
BHI00944,오백 년째 : 김혜정 장편소설,김혜정 지음,일 반,813.7
BHI00945,오백 년째 열다섯  : 김혜정 장편소설,김혜정,일 반,813.7
BHI00946,오백 년째 열다섯  : 김혜정 장편소설,김혜정 지음,일 반,813.7
BHI00947,초승달 엔딩 클럽  : 조예은 소설,조예은,일 반,813.7
BHI00948,뭐가 되고 싶냐는 어른들의 질문에 대답하는 법,"알랭 드 보통,인생학교 공지음,신인수 옮김",아 동,321.55
BHI00949,(10대를 위한) 사피엔스 : 한 번에 정리하는 인류 문명의 역사,"벵트 에릭 엥홀름 지음,요나 비에른셰르나 그림,김아영 옮김",아 동,909
BHI00950,"(10대를 위한) 돈으로 살 수 없는 것들,원저: 마이클 샌델 ,  이현희 ,  문수민",마이클샌델,아 동,320
BHI00951,(10대를 위한) 공정하다는 착각  : 하버드대 마이클 샌델 교수의 사회 수업,"마이클 샌델 원저,신현주 글",아 동,332.6
BHI00952,(10대를 위한) 정의란 무엇인가,"마이클 샌델 원저,신현주 글,조혜진 그림,김선욱 감수",아 동,193
BHI00953,(포켓몬스터 썬＆문) 포켓몬 전국대도감,"대원씨아이 편,조연우 번역",아 동,657.1
BHI00954,AI 로봇 세계에서 살아남기,"곰돌이 co. 글,한현동 그림",아 동,408
BHI00955,생태적 글쓰기를 하는 마음  : 나와 세상을 연결하고 공감력을 키우는 글쓰기로 우리 삶을 회복하기,정윤희 지음,일 반,802
BHI00956,츠츠러브  : 츠츠츠츠 번외편,이지은 지음,아 동,813.8
BHI00957,(추리 천재) 엉덩이 탐정과 카레 사건,"트롤 글·그림,김정화 옮김",아 동,833.8
BHI00958,추리 천재 엉덩이 탐정,"트롤 글·그림,김정화 옮김",아 동,833.8
BHI00959,추리 천재 엉덩이 탐정,"트롤 글·그림,김정화 옮김",아 동,833.8
BHI00960,(추리 천재) 엉덩이 탐정,"트롤 글·그림,김정화 옮김",아 동,833.8
BHI00961,(추리천재) 엉덩이 탐정,"트롤 글·그림,김정희 옮김",아 동,833.8
BHI00962,추리 천재 엉덩이 탐정,"트롤 글·그림,김정화 옮김",아 동,833.8
BHI00963,추리 천재 엉덩이 탐정,"트롤 글·그림,김정화 옮김",아 동,833.8
BHI00964,(추리천재) 엉덩이 탐정,"트롤 글·그림,김정희 옮김",아 동,833.8
BHI00965,(추리 천재)엉덩이 탐정,"트롤 글·그림,김정화 옮김",아 동,833.8
BHI00966,추리 천재 엉덩이 탐정,"트롤 글·그림,김정화 옮김.,8  :,괴도와 납치된 신부 사건",아 동,833.8
BHI00967,(추리 천재) 엉덩이 탐정,"트롤 글·그림,김정화 옮김",아 동,833.8
BHI00968,흔한 남매,"흔한남매 원작,백난도 글",아 동,813.8
BHI00969,흔한남매,흔한남매 지음,아 동,813.8
BHI00970,흔한남매,"흔한남매 원작,백난도 글,유난희 그림",아 동,813.8
BHI00971,흔한남매,"흔한남매 원저,백난도 지음,유난희 그림.",아 동,813.8
BHI00972,흔한남매만화,"흔한남매 원작,백난도 글,유난희 그림",아 동,813.8
BHI00973,흔한 남매,"흔한남매 원작,백난도 글,유난희 그림",아 동,813.8
BHI00974,흔한남매,"흔한남매 원작,백난도 글,유난희 그림",아 동,813.8
BHI00975,흔한남매,"흔한남매 원작,백난도 지음,유난희 그림",아 동,813.8
BHI00976,흔한남매,"흔한남매 원작,백난도 글,유난희 그림",아 동,813.8
BHI00977,흔한남매,"흔한남매 원작,백난도 글,유난희 그림",아 동,813.8
BHI00978,흔한남매,"흔한남매 원작,백난도 글,유난희 그림",아 동,813.8
BHI00979,흔한남매,"흔한남매 원작,백난도 글,유난희 그림",아 동,813.8
BHI00980,흔한남매,"흔한남매 원작,백난도 글,유난희 그림",아 동,813.8
BHI00981,흔한남매,"흔한남매 원작,백난도 글,유난희 그림",아 동,813.8
BHI00982,흔한남매,"흔한남매 원작,백난도 글",아 동,813.8
BHI00983,흔한남매,"흔한남매 원작,백난도 글,유난희 그림",아 동,813.8
BHI00984,흔한남매,"흔한남매 원작,백난도 글,유난희 그림",아 동,813.8
BHI00985,진흙탕 선거,"이서영 글,이승연 그림",아 동,808.9
BHI00986,우리 반 욕 킬러,"임지형 지음,박정섭 그림",아 동,808.9
BHI00987,(만화)에그박사의 생물 이름 쓰기,"에그박사 원작,정마리 글,신재미 스튜디오 그림",아 동,472
BHI00988,(설민석의)만만 한국사 : 재미 만점★효과 만점★한국사 만화,"설민석,신지희 공글,김덕영 그림",아 동,911
BHI00989,(설민석의) 만만 한국사,"설민석,신지희 글,김덕영 그림.",아 동,911
BHI00990,(설민석의) 만만 한국사,"설민석,신지희 공글,김덕영 그림",아 동,911
BHI00991,(설민석의) 만만 한국사,"설민석,신지희 글,김덕영 그림.",아 동,911
BHI00992,(에그박사의)이건 누구 똥?!,"에그박사 원작,박송이 글,김덕영 그림",아 동,490
BHI00993,만화에그박사의 이건 누구 똥?!,"에그박사 원작,박송이 글,김덕영 그림",아 동,490
BHI00994,(에그박사의)이건 누구 똥?!,"에그박사 원작,박송이 글,김덕영 그림",아 동,490
BHI00995,(에그박사의)채집 일기,"에그박사 원작,박송이 글,홍종현 그림",아 동,472
BHI00996,(에그박사의) 채집 일기,"에그박사 원작,박송이 글,홍종현 그림",아 동,472
BHI00997,에그박사의 채집일기,에그박사,아 동,472
BHI00998,에그박사의 채집 일기,"에그박사 원작,박송이 글,홍종현 그림",아 동,472
BHI00999,에그박사의 채집 일기 : 스티커로 채집하는 자연 생물 관찰 만화,"에그박사 원작,박송이 글,홍종현 그림",아 동,472
BHI01000,(Why?) 우주,이광웅 그림수레 만화,아 동,082
BHI01001,(Why?) 인체,"허순봉 글,송회석 만화",아 동,082
BHI01002,(Why?) 바다,"이광웅 지음,김광호 지음",아 동,082
BHI01003,(Why?) 컴퓨터,"조영선 글,그림수레 그림.",아 동,082
BHI01004,(Why?) 식물,"이광웅 글,김병철 만화",아 동,082
BHI01005,(Why?) 지구,"이광웅 글,이혜조 그림",아 동,082
BHI01006,(Why?)과학,"나춘호 글,그림수레 그림",아 동,082
BHI01007,(Why?) 곤충,"이광웅, 송회석",아 동,082
BHI01008,(Why?) 환경,"허순봉 글,김강호 만화",아 동,082
BHI01009,(Why?) 생명과학,"허순봉, 그림수레",아 동,082
BHI01010,(Why?) 날씨,"이광웅 글,안명환 감수,이혜조 그림",아 동,082
BHI01011,(Why?) 핵과 에너지,"이광웅, 임우영",아 동,082
BHI01012,(Why?) 사춘기와 성,"전지은 글,이혜조 그림",아 동,082
BHI01013,Why? 공룡,"이항선 글,송회석 그림",아 동,082
